web_scraper_order,web_scraper_start_url,pagination,data,title,data2
"1789836329-421","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","il n'y a pas de roses sans épines","toute joie comporte une peine ; aucun plaisir n'est absolu ; toute belle chose cache un défaut","exp"
"1789836329-422","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","au fur et à mesure","petit à petit ; en même temps ; au même rythme ; au fil de l'eau ; en même temps et successivement","adv"
"1789836329-423","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","tomber enceinte","devenir enceinte","v"
"1789836329-424","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","bon sang !","palsambleu ! ; diantre ! ; parbleu !","exp"
"1789836329-425","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","rire comme un bossu","rire à gorge déployée ; rire comme une baleine ; rire aux éclats ; rire à gorge déployée ; s'amuser beaucoup ; rire franchement ; rire tout haut ; éclater de rire","exp"
"1789836329-426","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","être sur le grill","être dans une situation pénible ; être dans une situation embarrassante ; être très inquiet ; être très impatient","v"
"1789836329-427","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","tenir le bon bout","être sur le point de réussir ; avoir l'avantage ; être en train de réussir une mission ; être en train de réussir un parcours ; arriver au terme d'un projet entrepris ; être en bonne position","v"
"1789836329-428","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","avoir son content","avoir tout ce que l'on désire ; être comblé","v"
"1789836329-429","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","sucrer les fraises","avoir les mains qui tremblent de façon visible ; être agité d'un tremblement nerveux ; être gâteux ; manifester des signes de vieillesse","v"
"1789836329-430","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","chat échaudé craint l'eau froide","on craint jusqu'à l'apparence de ce qui fait souffrir ; toute expérience malheureuse doit servir de leçon de prudence","exp"
"1789836329-431","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","une réponse de Normand","une réponse ambigüe ; une réponse qui n'est ni oui ni non ; une opinion qui n'est pas tranchée ; réponse incertaine ; réponse peu précise ; ni oui ni non ; réponse évasive ; réponse ambiguë","n"
"1789836329-432","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","laisser pisser le mérinos","laisser courir ; laisser aller les choses ; laisser faire sans rien dire","v"
"1789836329-433","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","manger de la vache enragée","vivre dans la misère ; mener une vie de dures privations ; avoir une vie matérielle difficile","v"
"1789836329-434","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","il n'y a pas un chat","il n'y a absolument personne ; l'endroit est désert ; il n'y a personne","exp"
"1789836329-435","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","carte blanche","champ libre ; coudées franches ; libre cours ; libre initiative ; les pleins pouvoirs pour accomplir une tâche ; blanc-seing ; chèque en blanc","n"
"1789836329-436","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","prendre la poudre d'escampette","s'enfuir ; prendre ses jambes à son cou ; prendre la fuite ; se sauver à toutes jambes","v"
"1789836329-437","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","plier les gaules","terminer une activité ; finir un travail ; terminer un travail ; cesser une activité","v"
"1789836329-438","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","la moutarde lui monte au nez","l'impatience l'envahit ; la colère le gagne ; il commence à s'énerver","exp"
"1789836329-439","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","ne pas être tombé de la dernière pluie","avoir de l'expérience ; être quelqu'un d'averti ; n'être pas ingénu ; être expérimenté","v"
"1789836329-440","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","en faire un pataquès","parler en faisant une liaison vicieuse ; faire une faute grossière de langage ; en faire toute une histoire pour des choses sans importance ; faire toute une histoire de ; s’énerver pour des choses de petite importance","v"
"1789836329-441","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","à l'oeil","gratis ; sans payer ; gratuitement ; pour rien ; sans dépenser","adv"
"1789836329-442","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","cheville ouvrière","pilier ; pierre angulaire ; pivot ; épine dorsale ; pièce maîtresse ; ossature ; clef de voûte ; colonne vertébrale ; fondement ; personnage principal ; agent essentiel autour duquel s'organise et fonctionne une entreprise","n"
"1789836329-443","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","faire faux bond","poser un lapin ; ne pas répondre aux attentes ; manquer à un engagement ; ne pas aller à un rendez-vous ; ne pas se rendre à un rendez-vous ; se dérober ; manquer un rendez-vous","v"
"1789836329-444","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","tuer le temps","s'occuper ou se distraire pour échapper à l'ennui ; faire passer le temps ; passer son temps ; tromper son ennui ; s'occuper pour faire passer le temps plus facilement","v"
"1789836329-445","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","tuer dans l'oeuf","arrêter quelque chose dès le départ ; étouffer une affaire dès le départ ; étouffer dans l'oeuf ; écraser dans l'oeuf","v"
"1789836329-446","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","tour d'ivoire","retraite ; refuge ; tanière ; position indépendante et solitaire de celui qui refuse de se compromettre ; isolement pour éviter des contacts et engagements","n"
"1789836329-447","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","sur le tas","sur le terrain ; sur le lieu du travail ; par la pratique ; de façon expérimentale ou empirique","adv"
"1789836329-448","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","être dans les choux","échouer ; perdre ; être dans une mauvaise situation ; être dans l'embarras ; être le dernier d'un classement","v"
"1789836329-449","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","les boeuf-carottes","la police des polices ; inspection générale","n"
"1789836329-450","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-9","avoir les coudées franches","avoir une entière liberté d'action ; avoir la liberté du mouvement des bras, des coudes ; n’être pas contraint ni gêné dans ce qu’on veut faire","v"
"1789836335-451","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","il faut tourner sept fois sa langue dans sa bouche avant de parler","il faut réfléchir avant de parler ; il faut réfléchir minutieusement avant de s'exprimer","exp"
"1789836335-452","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","avoir les côtes en long","être paresseux ; avoir un poil dans la main","v"
"1789836335-453","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","fleur bleue","sentimental ; naïf ; cucul la praline ; sensible ; très sentimental ; naïvement romantique ; naïf et rêveur","adj"
"1789836335-454","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","les anglais ont débarqué","avoir ses règles","exp"
"1789836335-455","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","être aux anges","être très heureux ; être ravi ; être dans l'extase ; être très content ; être au comble du bonheur ; être extasié","v"
"1789836335-456","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","de concert","en concertation ; en collaboration ; ensemble ; en harmonie ; avec le même but","adv"
"1789836335-457","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","arrête ton char !","tais-toi ! ; n'exagère pas ! ; cesse de raconter n'importe quoi !","exp"
"1789836335-458","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","tomber sous le sens","être évident ; s'imposer spontanément à l'esprit ; aller de soi ; couler de source ; sembler évident","v"
"1789836335-459","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","aux petits oignons","avec beaucoup de soins ; qui reçoit beaucoup d'attention ; parfait ; très bien ; soigneusement","adv"
"1789836335-460","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","être dans les cordes","être dans les compétences","v"
"1789836335-461","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","un de ces quatre","tôt ou tard ; un jour ; un jour ou l'autre ; de temps en temps ; des fois ; un de ces jours ; bientôt ; à un moment ou à un autre","exp"
"1789836335-462","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","se lever du pied gauche","être de mauvaise humeur ; mal commencer une journée","v"
"1789836335-463","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","avoir le coeur sur la main","être généreux ; être enclin à une grande générosité","v"
"1789836335-464","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","la veuve poignet","la masturbation","n"
"1789836335-465","https://www.expressio.fr/toutes-les-expressions","https://www.expressio.fr/toutes-les-expressions/page-10","tourner au vinaigre","tourner à la dispute ; finir en bagarre ; mal tourner ; tourner à l'aigre ; se détériorer ; se dérégler ; devenir mauvais","v"
